mip_cluster,0.1,100,62,2480,0.153
mip_cluster,0.1,150,94,3680,0.165
mip_cluster,0.1,200,120,4800,0.292
mip_cluster,0.1,250,144,5760,0.443
mip_cluster,0.1,300,164,6560,0.64
mip_cluster,0.1,350,187,7360,0.689
mip_cluster,0.1,400,205,8200,0.933
mip_cluster,0.1,450,226,9040,0.943
mip_cluster,0.1,500,249,9960,1.164
mip_cluster,0.1,600,283,11320,1.326
mip_cluster,0.1,800,352,14040,3.109
mip_cluster,0.1,1000,414,16400,4.115
mip_cluster,0.1,1500,538,21320,8.356
mip_cluster,0.1,2000,640,25360,14.244
mip_cluster,0.1,2500,739,29240,33.48
mip_cluster,0.1,3042,837,33164,51.524
mip_cluster,0.2,100,46,1840,0.188
mip_cluster,0.2,150,65,2600,0.282
mip_cluster,0.2,200,85,3360,0.495
mip_cluster,0.2,250,100,3960,0.829
mip_cluster,0.2,300,111,4400,0.865
mip_cluster,0.2,350,126,5040,1.582
mip_cluster,0.2,400,137,5480,1.616
mip_cluster,0.2,450,146,5800,2.841
mip_cluster,0.2,500,159,6360,2.774
mip_cluster,0.2,600,170,6800,3.665
mip_cluster,0.2,800,195,7800,14.761
mip_cluster,0.2,1000,226,8880,15.073
mip_cluster,0.2,1500,276,10800,63.349
mip_cluster,0.2,2000,313,12240,53.029
mip_cluster,0.2,2500,349,13320,88.588
mip_cluster,0.2,3042,380,14520,677.671
mip_cluster,0.3,100,37,1480,0.251
mip_cluster,0.3,150,53,2120,0.34
mip_cluster,0.3,200,62,2480,0.772
mip_cluster,0.3,250,71,2800,1.948
mip_cluster,0.3,300,75,2960,3.395
mip_cluster,0.3,350,86,3440,4.393
mip_cluster,0.3,400,96,3680,5.98
mip_cluster,0.3,450,101,4000,6.96
mip_cluster,0.3,500,107,4160,9.922
mip_cluster,0.3,600,115,4400,14.371
mip_cluster,0.3,800,125,4880,16.366
mip_cluster,0.3,1000,158,5680,38.074
mip_cluster,0.3,1500,167,6600,80.744
mip_cluster,0.3,2000,201,7520,382.43
mip_cluster,0.3,2500,213,8000,308.604
mip_cluster,0.3,3042,219,8480,659.979
mip_cluster,0.4,100,26,1040,0.253
mip_cluster,0.4,150,41,1640,0.465
mip_cluster,0.4,200,45,1800,0.683
mip_cluster,0.4,250,52,2080,1.585
mip_cluster,0.4,300,55,2160,3.003
mip_cluster,0.4,350,63,2520,3.867
mip_cluster,0.4,400,66,2640,10.36
mip_cluster,0.4,450,73,2880,8.975
mip_cluster,0.4,500,75,3000,16.265
mip_cluster,0.4,600,83,3320,19.08
mip_cluster,0.4,800,86,3360,28.458
mip_cluster,0.4,1000,102,4000,68.324
mip_cluster,0.4,1500,121,4760,358.319
mip_cluster,0.4,2000,127,5080,114.579
mip_cluster,0.4,2500,144,5641,848.48
mip_cluster,0.4,3042,156,5920,1043.419
