greedy,0.1,100,10,1400,0.016
greedy_fine,0.1,100,10,1400,0.1
greedy,0.1,150,12,1680,0.013
greedy_fine,0.1,150,12,1680,0.183
greedy,0.1,200,13,1820,0.022
greedy_fine,0.1,200,13,1820,0.481
greedy,0.1,250,15,2100,0.032
greedy_fine,0.1,250,15,2100,0.421
greedy,0.1,300,16,2240,0.043
greedy_fine,0.1,300,16,2240,0.864
greedy,0.1,350,16,2240,0.061
greedy_fine,0.1,350,16,2240,0.68
greedy,0.1,400,16,2240,0.076
greedy_fine,0.1,400,16,2240,1.194
greedy,0.1,450,18,2520,0.098
greedy_fine,0.1,450,18,2520,2.665
greedy,0.1,500,19,2660,0.123
greedy_fine,0.1,500,19,2660,1.617
greedy,0.1,600,23,3220,0.177
greedy_fine,0.1,600,23,3220,1.912
greedy,0.1,800,22,3080,0.282
greedy_fine,0.1,800,22,3080,3.23
greedy,0.1,1000,29,4060,0.496
greedy_fine,0.1,1000,29,4060,3.507
greedy,0.1,1500,36,5040,1.264
greedy_fine,0.1,1500,36,5040,4.088
greedy,0.1,2000,40,5600,2.196
greedy_fine,0.1,2000,40,5600,7.362
greedy,0.1,2500,49,6860,3.288
greedy_fine,0.1,2500,49,6860,12.578
greedy,0.1,3042,55,7700,5.01
greedy_fine,0.1,3042,55,7700,18.489
greedy,0.2,100,3,420,0.005
greedy_fine,0.2,100,3,420,1.626
greedy,0.2,150,5,700,0.011
greedy_fine,0.2,150,5,700,1.557
greedy,0.2,200,5,700,0.023
greedy_fine,0.2,200,5,700,4.389
greedy,0.2,250,6,840,0.029
greedy_fine,0.2,250,6,840,5.243
greedy,0.2,300,6,840,0.043
greedy_fine,0.2,300,6,840,9.365
greedy,0.2,350,7,980,0.058
greedy_fine,0.2,350,7,980,7.018
greedy,0.2,400,7,980,0.077
greedy_fine,0.2,400,7,980,11.408
greedy,0.2,450,10,1400,0.095
greedy_fine,0.2,450,10,1400,19.218
greedy,0.2,500,11,1540,0.125
greedy_fine,0.2,500,11,1540,28.466
greedy,0.2,600,12,1680,0.173
greedy_fine,0.2,600,12,1680,40.762
greedy,0.2,800,13,1820,0.306
greedy_fine,0.2,800,13,1820,53.259
greedy,0.2,1000,18,2520,0.674
greedy_fine,0.2,1000,18,2520,18.435
greedy,0.2,1500,23,3220,1.19
greedy_fine,0.2,1500,23,3220,26.664
greedy,0.2,2000,24,3360,2.107
