greedy_new,0.1,100,0.071,0.029
greedy_new,0.1,100,0.043,0.057
greedy_new,0.1,100,0.028,0.072
greedy_new,0.1,100,0.058,0.042
greedy_new,0.1,100,0.075,0.025
greedy_new,0.1,100,0.05,0.05
greedy_new,0.1,100,0.05,0.05
greedy_new,0.1,100,0.073,0.027
greedy_new,0.1,100,0.028,0.072
greedy_new,0.1,100,0.052,0.048
greedy_new,0.1,100,0.074,0.026
greedy_new,0.1,100,0.081,0.019
greedy_new,0.1,100,0.079,0.021
greedy_new,0.1,100,0.096,0.004
greedy_new,0.1,100,0.076,0.024
greedy_new,0.1,100,0.094,0.006
greedy_new,0.1,100,0.013,0.087
greedy_new,0.1,100,0.072,0.028
greedy_new,0.1,100,0.06,0.04
greedy_new,0.1,100,0.085,0.015
greedy_new,0.1,100,0.041,0.059
greedy_new,0.1,100,0.056,0.044
greedy_new,0.1,100,0.031,0.069
greedy_new,0.1,100,0.057,0.043
greedy_new,0.1,100,0.079,0.021
greedy_new,0.1,100,0.052,0.048
greedy_new,0.1,100,0.042,0.058
greedy_new,0.1,100,0.099,0.001
greedy_new,0.1,100,0.069,0.031
greedy_new,0.1,100,0.077,0.023
greedy_new,0.1,100,0.047,0.053
greedy_new,0.1,100,0.062,0.038
greedy_new,0.1,100,0.073,0.027
greedy_new,0.1,100,0.097,0.003
greedy_new,0.1,100,0.05,0.05
greedy_new,0.1,100,0.049,0.051
greedy_new,0.1,100,0.087,0.013
greedy_new,0.1,150,0.05,0.05
greedy_new,0.1,150,0.033,0.067
greedy_new,0.1,150,0.044,0.056
greedy_new,0.1,150,0.071,0.029
greedy_new,0.1,150,0.03,0.07
greedy_new,0.1,150,0.062,0.038
greedy_new,0.1,150,0.032,0.068
greedy_new,0.1,150,0.048,0.052
greedy_new,0.1,150,0.057,0.043
greedy_new,0.1,150,0.066,0.034
greedy_new,0.1,150,0.059,0.041
greedy_new,0.1,150,0.026,0.074
greedy_new,0.1,150,0.07,0.03
greedy_new,0.1,150,0.059,0.041
greedy_new,0.1,150,0.046,0.054
greedy_new,0.1,150,0.061,0.039
greedy_new,0.1,150,0.037,0.063
greedy_new,0.1,150,0.078,0.022
greedy_new,0.1,150,0.074,0.026
greedy_new,0.1,150,0.081,0.019
greedy_new,0.1,150,0.079,0.021
greedy_new,0.1,150,0.096,0.004
greedy_new,0.1,150,0.092,0.008
greedy_new,0.1,150,0.074,0.026
greedy_new,0.1,150,0.047,0.053
greedy_new,0.1,150,0.098,0.002
greedy_new,0.1,150,0.054,0.046
greedy_new,0.1,150,0.051,0.049
greedy_new,0.1,150,0.069,0.031
greedy_new,0.1,150,0.059,0.041
greedy_new,0.1,150,0.042,0.058
greedy_new,0.1,150,0.095,0.005
greedy_new,0.1,150,0.038,0.062
greedy_new,0.1,150,0.024,0.076
greedy_new,0.1,150,0.031,0.069
greedy_new,0.1,150,0.037,0.063
greedy_new,0.1,150,0.076,0.024
greedy_new,0.1,150,0.041,0.059
greedy_new,0.1,150,0.056,0.044
greedy_new,0.1,150,0.057,0.043
greedy_new,0.1,150,0.079,0.021
greedy_new,0.1,150,0.052,0.048
greedy_new,0.1,150,0.081,0.019
greedy_new,0.1,150,0.05,0.05
greedy_new,0.1,150,0.087,0.013
greedy_new,0.1,150,0.049,0.051
greedy_new,0.1,150,0.04,0.06
greedy_new,0.1,150,0.018,0.082
greedy_new,0.1,150,0.056,0.044
greedy_new,0.1,150,0.069,0.031
greedy_new,0.1,150,0.077,0.023
greedy_new,0.1,150,0.053,0.047
greedy_new,0.1,150,0.04,0.06
greedy_new,0.1,150,0.091,0.009
greedy_new,0.1,150,0.057,0.043
greedy_new,0.1,150,0.097,0.003
greedy_new,0.1,150,0.098,0.002
greedy_new,0.1,150,0.094,0.006
greedy_new,0.1,200,0.05,0.05
greedy_new,0.1,200,0.033,0.067
greedy_new,0.1,200,0.044,0.056
greedy_new,0.1,200,0.071,0.029
greedy_new,0.1,200,0.03,0.07
greedy_new,0.1,200,0.062,0.038
greedy_new,0.1,200,0.032,0.068
greedy_new,0.1,200,0.077,0.023
greedy_new,0.1,200,0.028,0.072
greedy_new,0.1,200,0.052,0.048
greedy_new,0.1,200,0.071,0.029
greedy_new,0.1,200,0.089,0.011
greedy_new,0.1,200,0.087,0.013
greedy_new,0.1,200,0.056,0.044
greedy_new,0.1,200,0.034,0.066
greedy_new,0.1,200,0.078,0.022
greedy_new,0.1,200,0.046,0.054
greedy_new,0.1,200,0.037,0.063
greedy_new,0.1,200,0.07,0.03
greedy_new,0.1,200,0.068,0.032
