greedy,0.1,100,62,9780,0.031
greedy_fine,0.1,100,62,8680,0.108
greedy,0.1,150,92,14280,0.026
greedy_fine,0.1,150,92,12880,0.183
greedy,0.1,200,122,19280,0.045
greedy_fine,0.1,200,122,17080,0.278
greedy,0.1,250,147,27780,0.073
greedy_fine,0.1,250,147,20580,0.402
greedy,0.1,300,167,30180,0.111
greedy_fine,0.1,300,167,23380,0.62
greedy,0.1,350,188,36620,0.152
greedy_fine,0.1,350,188,26320,0.724
greedy,0.1,400,208,40620,0.233
greedy_fine,0.1,400,208,29120,1.361
greedy,0.1,450,228,48120,0.295
greedy_fine,0.1,450,228,31920,1.586
greedy,0.1,500,253,51220,0.416
greedy_fine,0.1,500,253,35420,1.868
greedy,0.1,600,287,63480,0.635
greedy_fine,0.1,600,287,40180,2.663
greedy,0.1,800,359,70160,1.233
greedy_fine,0.1,800,359,50260,3.549
greedy,0.1,1000,421,91540,1.98
greedy_fine,0.1,1000,421,58940,5.341
greedy,0.1,1500,554,140560,4.93
greedy_fine,0.1,1500,554,77560,8.996
greedy,0.1,2000,666,198740,10.448
greedy_fine,0.1,2000,666,93240,16.46
greedy,0.1,2500,775,251800,16.035
greedy_fine,0.1,2500,775,108500,23.748
greedy,0.1,3042,892,299280,25.347
greedy_fine,0.1,3042,892,124880,35.707
greedy,0.2,100,47,8780,0.029
greedy_fine,0.2,100,47,6580,0.099
greedy,0.2,150,69,11060,0.018
greedy_fine,0.2,150,69,9660,0.166
greedy,0.2,200,88,14320,0.027
greedy_fine,0.2,200,88,12320,0.231
greedy,0.2,250,104,17960,0.041
greedy_fine,0.2,250,104,14560,0.368
greedy,0.2,300,114,20260,0.054
greedy_fine,0.2,300,114,15960,0.623
greedy,0.2,350,128,22820,0.071
greedy_fine,0.2,350,128,17920,1.016
greedy,0.2,400,143,28320,0.097
greedy_fine,0.2,400,143,20020,1.188
greedy,0.2,450,150,31500,0.117
greedy_fine,0.2,450,150,21000,1.197
greedy,0.2,500,168,32020,0.173
greedy_fine,0.2,500,168,23520,1.745
greedy,0.2,600,179,42960,0.238
greedy_fine,0.2,600,179,25060,2.449
greedy,0.2,800,202,49280,0.442
greedy_fine,0.2,800,202,28280,2.696
greedy,0.2,1000,242,57880,0.763
greedy_fine,0.2,1000,242,33880,3.667
greedy,0.2,1500,295,78500,1.77
greedy_fine,0.2,1500,295,41300,6.944
greedy,0.2,2000,337,104380,3.642
greedy_fine,0.2,2000,337,47180,9.74
greedy,0.2,2500,370,133400,5.63
greedy_fine,0.2,2500,370,51800,13.654
greedy,0.2,3042,407,152280,9.013
greedy_fine,0.2,3042,407,56980,19.137
greedy,0.3,100,39,6460,0.029
greedy_fine,0.3,100,39,5460,0.106
greedy,0.3,150,57,9880,0.012
greedy_fine,0.3,150,57,7980,0.15
greedy,0.3,200,66,12540,0.017
greedy_fine,0.3,200,66,9240,0.199
greedy,0.3,250,72,14480,0.025
greedy_fine,0.3,250,72,10080,0.391
greedy,0.3,300,76,16740,0.03
greedy_fine,0.3,300,76,10640,0.627
greedy,0.3,350,90,19000,0.06
greedy_fine,0.3,350,90,12600,0.955
greedy,0.3,400,99,23060,0.054
greedy_fine,0.3,400,99,13860,1.48
greedy,0.3,450,108,23720,0.072
greedy_fine,0.3,450,108,15120,1.3
greedy,0.3,500,113,25120,0.107
greedy_fine,0.3,500,113,15820,2.044
greedy,0.3,600,115,28800,0.134
greedy_fine,0.3,600,115,16100,2.498
greedy,0.3,800,133,35120,0.288
greedy_fine,0.3,800,133,18620,4.05
greedy,0.3,1000,150,43400,0.486
greedy_fine,0.3,1000,150,21000,3.578
greedy,0.3,1500,189,56860,1.189
greedy_fine,0.3,1500,189,26460,6.815
greedy,0.3,2000,213,71920,1.906
greedy_fine,0.3,2000,213,29820,7.981
greedy,0.3,2500,232,92380,3.125
greedy_fine,0.3,2500,232,32480,9.059
greedy,0.3,3042,239,101760,4.707
greedy_fine,0.3,3042,239,33460,13.884
greedy,0.4,100,29,5060,0.029
greedy_fine,0.4,100,29,4060,0.1
greedy,0.4,150,44,7560,0.008
greedy_fine,0.4,150,44,6160,0.204
greedy,0.4,200,49,8860,0.012
greedy_fine,0.4,200,49,6860,0.228
greedy,0.4,250,53,10720,0.017
greedy_fine,0.4,250,53,7420,0.442
greedy,0.4,300,58,12820,0.021
greedy_fine,0.4,300,58,8120,0.465
greedy,0.4,350,65,14200,0.031
greedy_fine,0.4,350,65,9100,0.872
greedy,0.4,400,68,15120,0.037
greedy_fine,0.4,400,68,9520,1.597
greedy,0.4,450,77,14780,0.059
greedy_fine,0.4,450,77,10780,1.322
greedy,0.4,500,82,16280,0.063
greedy_fine,0.4,500,82,11480,1.462
greedy,0.4,600,91,20840,0.118
greedy_fine,0.4,600,91,12740,1.565
greedy,0.4,800,95,23100,0.182
greedy_fine,0.4,800,95,13300,2.386
greedy,0.4,1000,115,27800,0.3
greedy_fine,0.4,1000,115,16100,2.706
greedy,0.4,1500,134,38460,0.617
greedy_fine,0.4,1500,134,18760,5.009
greedy,0.4,2000,155,49400,1.274
greedy_fine,0.4,2000,155,21700,6.652
greedy,0.4,2500,166,63840,1.918
greedy_fine,0.4,2500,166,23240,9.834
greedy,0.4,3042,172,75380,2.871
greedy_fine,0.4,3042,172,24080,10.321
