mip_cluster,0.1,100,51,2040,0.261
mip_cluster,0.1,150,77,3081,0.528
mip_cluster,0.1,200,94,3761,0.648
mip_cluster,0.1,250,115,4602,1.127
mip_cluster,0.1,300,131,5242,1.58
mip_cluster,0.1,350,153,6083,1.692
mip_cluster,0.1,400,168,6723,2.351
mip_cluster,0.1,450,189,7523,2.616
mip_cluster,0.1,500,206,8203,3.415
mip_cluster,0.1,600,236,9404,3.584
mip_cluster,0.1,800,302,12006,6.241
mip_cluster,0.1,1000,368,14690,10.759
mip_cluster,0.1,1500,519,20773,13.974
mip_cluster,0.1,2000,647,25866,21.441
mip_cluster,0.1,2500,778,31154,34.976
mip_cluster,0.1,3042,922,36683,45.983
mip_cluster,0.2,100,41,1640,0.291
mip_cluster,0.2,150,59,2360,0.485
mip_cluster,0.2,200,74,2961,1.051
mip_cluster,0.2,250,92,3601,1.788
mip_cluster,0.2,300,103,4121,2.268
mip_cluster,0.2,350,118,4721,2.427
mip_cluster,0.2,400,129,5081,3.058
mip_cluster,0.2,450,142,5562,3.988
mip_cluster,0.2,500,154,6042,4.777
mip_cluster,0.2,600,174,6962,4.967
mip_cluster,0.2,800,220,8723,14.36
mip_cluster,0.2,1000,265,10537,14.765
mip_cluster,0.2,1500,355,14089,30.095
mip_cluster,0.2,2000,442,17531,35.156
mip_cluster,0.2,2500,528,21055,48.188
mip_cluster,0.2,3042,607,24059,81.515
mip_cluster,0.3,100,36,1440,0.439
mip_cluster,0.3,150,50,2001,0.624
mip_cluster,0.3,200,60,2401,1.408
mip_cluster,0.3,250,76,3001,2.161
mip_cluster,0.3,300,85,3361,3.251
mip_cluster,0.3,350,97,3880,3.283
mip_cluster,0.3,400,104,4160,4.266
mip_cluster,0.3,450,113,4521,4.65
mip_cluster,0.3,500,126,5001,5.937
mip_cluster,0.3,600,142,5681,6.235
mip_cluster,0.3,800,170,6802,16.668
mip_cluster,0.3,1000,208,8325,22.513
mip_cluster,0.3,1500,277,11086,32.836
mip_cluster,0.3,2000,340,13408,50.099
mip_cluster,0.3,2500,386,15215,70.495
mip_cluster,0.3,3042,446,17258,98.84
mip_cluster,0.4,100,32,1240,0.487
mip_cluster,0.4,150,45,1760,0.758
mip_cluster,0.4,200,52,2040,1.741
mip_cluster,0.4,250,66,2600,2.728
mip_cluster,0.4,300,71,2841,3.237
mip_cluster,0.4,350,80,3201,3.157
mip_cluster,0.4,400,88,3441,4.401
mip_cluster,0.4,450,93,3720,8.501
mip_cluster,0.4,500,102,4001,7.968
mip_cluster,0.4,600,119,4721,10.404
mip_cluster,0.4,800,141,5601,19.143
mip_cluster,0.4,1000,173,6895,29.789
mip_cluster,0.4,1500,226,8885,38.12
mip_cluster,0.4,2000,264,10367,54.743
mip_cluster,0.4,2500,300,11970,73.101
mip_cluster,0.4,3042,336,13372,119.6
