greedy,0.1,100,62,73480,0.041
greedy_fine,0.1,100,62,8680,0.113
greedy,0.1,150,92,101180,0.026
greedy_fine,0.1,150,92,12880,0.158
greedy,0.1,200,122,140880,0.063
greedy_fine,0.1,200,122,17080,0.259
greedy,0.1,250,147,310680,0.072
greedy_fine,0.1,250,147,20580,0.357
greedy,0.1,300,167,306280,0.104
greedy_fine,0.1,300,167,23380,0.623
greedy,0.1,350,188,428320,0.145
greedy_fine,0.1,350,188,26320,0.898
greedy,0.1,400,208,493420,0.232
greedy_fine,0.1,400,208,29120,1.288
greedy,0.1,450,228,643420,0.349
greedy_fine,0.1,450,228,31920,1.615
greedy,0.1,500,253,643520,0.388
greedy_fine,0.1,500,253,35420,2.111
greedy,0.1,600,287,908580,0.593
greedy_fine,0.1,600,287,40180,2.887
greedy,0.1,800,359,880560,1.267
greedy_fine,0.1,800,359,50260,3.882
greedy,0.1,1000,421,1331940,2.185
greedy_fine,0.1,1000,421,58940,5.933
greedy,0.1,1500,554,2393660,4.921
greedy_fine,0.1,1500,554,77560,9.876
greedy,0.1,2000,666,3762740,9.655
greedy_fine,0.1,2000,666,93240,15.236
greedy,0.1,2500,775,5030200,15.811
greedy_fine,0.1,2500,775,108500,24.265
greedy,0.1,3042,892,6112880,25.175
greedy_fine,0.1,3042,892,124880,35.457
greedy,0.2,100,47,90580,0.028
greedy_fine,0.2,100,47,6580,0.11
greedy,0.2,150,69,79060,0.015
greedy_fine,0.2,150,69,9660,0.155
greedy,0.2,200,88,105220,0.028
greedy_fine,0.2,200,88,12320,0.152
greedy,0.2,250,104,163460,0.036
greedy_fine,0.2,250,104,14560,0.396
greedy,0.2,300,114,198460,0.053
greedy_fine,0.2,300,114,15960,0.459
greedy,0.2,350,128,221220,0.072
greedy_fine,0.2,350,128,17920,0.834
greedy,0.2,400,143,338720,0.096
greedy_fine,0.2,400,143,20020,1.513
greedy,0.2,450,150,413300,0.117
greedy_fine,0.2,450,150,21000,1.16
greedy,0.2,500,168,364520,0.181
greedy_fine,0.2,500,168,23520,1.786
greedy,0.2,600,179,671460,0.237
greedy_fine,0.2,600,179,25060,2.614
greedy,0.2,800,202,797280,0.449
greedy_fine,0.2,800,202,28280,2.677
greedy,0.2,1000,242,921980,0.747
greedy_fine,0.2,1000,242,33880,4.097
greedy,0.2,1500,295,1394300,1.765
greedy_fine,0.2,1500,295,41300,5.987
greedy,0.2,2000,337,2056580,3.695
greedy_fine,0.2,2000,337,47180,9.179
greedy,0.2,2500,370,2844600,5.823
greedy_fine,0.2,2500,370,51800,12.74
greedy,0.2,3042,407,3313580,8.896
greedy_fine,0.2,3042,407,56980,17.748
greedy,0.3,100,39,50860,0.041
greedy_fine,0.3,100,39,5460,0.173
greedy,0.3,150,57,88380,0.029
greedy_fine,0.3,150,57,7980,0.212
greedy,0.3,200,66,128740,0.017
greedy_fine,0.3,200,66,9240,0.23
greedy,0.3,250,72,178580,0.023
greedy_fine,0.3,250,72,10080,0.322
greedy,0.3,300,76,234640,0.032
greedy_fine,0.3,300,76,10640,0.744
greedy,0.3,350,90,250000,0.059
greedy_fine,0.3,350,90,12600,0.993
greedy,0.3,400,99,343160,0.073
greedy_fine,0.3,400,99,13860,1.695
greedy,0.3,450,108,339820,0.071
greedy_fine,0.3,450,108,15120,1.746
greedy,0.3,500,113,365520,0.104
greedy_fine,0.3,500,113,15820,2.134
greedy,0.3,600,115,478200,0.157
greedy_fine,0.3,600,115,16100,2.291
greedy,0.3,800,133,605620,0.337
greedy_fine,0.3,800,133,18620,4.046
greedy,0.3,1000,150,816800,0.436
greedy_fine,0.3,1000,150,21000,4.008
greedy,0.3,1500,189,1092860,1.137
greedy_fine,0.3,1500,189,26460,7.066
greedy,0.3,2000,213,1474520,1.92
greedy_fine,0.3,2000,213,29820,8.694
greedy,0.3,2500,232,2027280,2.967
greedy_fine,0.3,2500,232,32480,11.348
greedy,0.3,3042,239,2323160,4.542
greedy_fine,0.3,3042,239,33460,14.3
greedy,0.4,100,29,50260,0.029
greedy_fine,0.4,100,29,4060,0.119
greedy,0.4,150,44,66560,0.009
greedy_fine,0.4,150,44,6160,0.238
greedy,0.4,200,49,87960,0.013
greedy_fine,0.4,200,49,6860,0.212
greedy,0.4,250,53,137720,0.018
greedy_fine,0.4,250,53,7420,0.379
greedy,0.4,300,58,185520,0.043
greedy_fine,0.4,300,58,8120,0.501
greedy,0.4,350,65,201300,0.029
greedy_fine,0.4,350,65,9100,1.126
greedy,0.4,400,68,219220,0.037
greedy_fine,0.4,400,68,9520,1.632
greedy,0.4,450,77,178080,0.059
greedy_fine,0.4,450,77,10780,1.269
greedy,0.4,500,82,203880,0.069
greedy_fine,0.4,500,82,11480,1.641
greedy,0.4,600,91,320040,0.087
greedy_fine,0.4,600,91,12740,1.896
greedy,0.4,800,95,389800,0.188
greedy_fine,0.4,800,95,13300,2.728
greedy,0.4,1000,115,455500,0.294
greedy_fine,0.4,1000,115,16100,2.437
greedy,0.4,1500,134,722960,0.617
greedy_fine,0.4,1500,134,18760,5.03
greedy,0.4,2000,155,991400,1.044
greedy_fine,0.4,2000,155,21700,6.386
greedy,0.4,2500,166,1391440,1.889
greedy_fine,0.4,2500,166,23240,8.524
greedy,0.4,3042,172,1728780,2.984
greedy_fine,0.4,3042,172,24080,11.587
