greedy_avg,0.1,100,62,8680,0.06
greedy_avg,0.1,150,92,12880,0.028
greedy_avg,0.1,200,122,17080,0.056
greedy_avg,0.1,250,147,20580,0.094
greedy_avg,0.1,300,167,23380,0.146
greedy_avg,0.1,350,188,26320,0.227
greedy_avg,0.1,400,208,29120,0.308
greedy_avg,0.1,450,228,31920,0.395
greedy_avg,0.1,500,253,35420,0.534
greedy_avg,0.1,600,287,40180,0.77
greedy_avg,0.1,800,359,50260,1.548
greedy_avg,0.1,1000,421,58940,2.611
greedy_avg,0.1,1500,554,77560,6.804
greedy_avg,0.1,2000,666,93240,12.81
greedy_avg,0.1,2500,775,108500,21.531
greedy_avg,0.1,3042,892,124880,34.701
greedy_avg,0.2,100,47,6580,0.084
greedy_avg,0.2,150,69,9660,0.027
greedy_avg,0.2,200,88,12320,0.046
greedy_avg,0.2,250,104,14560,0.081
greedy_avg,0.2,300,114,15960,0.131
greedy_avg,0.2,350,128,17920,0.173
greedy_avg,0.2,400,143,20020,0.232
greedy_avg,0.2,450,150,21000,0.319
greedy_avg,0.2,500,168,23520,0.423
greedy_avg,0.2,600,179,25060,0.666
greedy_avg,0.2,800,202,28280,1.315
greedy_avg,0.2,1000,242,33880,2.405
greedy_avg,0.2,1500,295,41300,5.781
greedy_avg,0.2,2000,337,47180,10.14
greedy_avg,0.2,2500,370,51800,16.838
greedy_avg,0.2,3042,407,56980,27.416
greedy_avg,0.3,100,39,5460,0.069
greedy_avg,0.3,150,57,7980,0.031
greedy_avg,0.3,200,66,9240,0.059
greedy_avg,0.3,250,72,10080,0.121
greedy_avg,0.3,300,76,10640,0.148
greedy_avg,0.3,350,90,12600,0.235
greedy_avg,0.3,400,99,13860,0.277
greedy_avg,0.3,450,108,15120,0.356
greedy_avg,0.3,500,113,15820,0.464
greedy_avg,0.3,600,115,16100,0.816
greedy_avg,0.3,800,133,18620,1.509
greedy_avg,0.3,1000,150,21000,2.497
greedy_avg,0.3,1500,189,26460,6.078
greedy_avg,0.3,2000,213,29820,10.696
greedy_avg,0.3,2500,232,32480,17.591
greedy_avg,0.3,3042,239,33460,27.012
greedy_avg,0.4,100,29,4060,0.097
greedy_avg,0.4,150,44,6160,0.042
greedy_avg,0.4,200,49,6860,0.08
greedy_avg,0.4,250,53,7420,0.155
greedy_avg,0.4,300,58,8120,0.178
greedy_avg,0.4,350,65,9100,0.27
greedy_avg,0.4,400,68,9520,0.349
greedy_avg,0.4,450,77,10780,0.432
greedy_avg,0.4,500,82,11480,0.544
greedy_avg,0.4,600,91,12740,0.841
greedy_avg,0.4,800,95,13300,1.627
greedy_avg,0.4,1000,115,16100,2.606
greedy_avg,0.4,1500,134,18760,5.882
greedy_avg,0.4,2000,155,21700,11.36
greedy_avg,0.4,2500,166,23240,18.096
greedy_avg,0.4,3042,172,24080,28.181
